id_police,bonus_malus,niveau_couverture,duree_contrat_mois,anciennete_situation,frequence_paiement,paiement_usage,usage_vehicule,code_insee,presence_conducteur2,age_conducteur1,age_conducteur2,sexe_conducteur1,sexe_conducteur2,anciennete_permis1,anciennete_permis2,age_vehicule,cylindree,puissance_din,type_carburant,marque_vehicule,modele_vehicule,vitesse_max,type_vehicule,valeur_vehicule,poids_vehicule,code_departement,anciennete_commercialisation,anciennete_fin_commercialisation,montant_total_sinistres,nombre_sinistres,poste_id,latitude,longitude,altitude,mois,precipitations_totales,nb_valeurs_precipitations,precip_max_24h,jour_precip_max,nbj_precip_1mm,nbj_precip_5mm,nbj_precip_10mm,nbj_precip_30mm,nbj_precip_50mm,nbj_precip_100mm,nbj_gelee,amplitude_moyenne,amplitude_maximale,jour_ampli_max,nb_valeurs_amplitude,temperature_moyenne,nb_valeurs_tmoyenne,nb_valeurs_tm,nb_jours_tm_sup24,tmoy_minimale,jour_tmoy_minimale,tmoy_maximale,jour_tmoy_maximale,departement,tranche_age
A00007044-V01,0.57,1,2.0,1.0,12,No,WorkPrivate,60598,Yes,48.0,48.0,M,F,30.0,26.0,7,1997.0,136.0,Diesel,PEUGEOT,_407,208.0,Tourism,23900.0,1580,60,2018.0,2019.0,,0.0,63399002.0,45.6465,2.598333,851.0,202301.0,61.6,31.0,11.0,8.0,14.0,5.0,2.0,0.0,0.0,0.0,17.0,3.9,10.3,30.0,31.0,1.0,31.0,31.0,0.0,-5.5,22.0,12.5,1.0,60,46-60
A00069733-V02,0.5,2,1.0,1.0,2,No,WorkPrivate,47001,No,48.0,,M,,29.0,,23,1108.0,32.0,Gasoline,RENAULT,R4,115.0,Tourism,6449.0,695,47,1996.0,1999.0,,0.0,47091001.0,44.172167,0.594667,58.0,202301.0,81.3,31.0,21.8,19.0,9.0,5.0,4.0,0.0,0.0,0.0,5.0,6.3,12.6,12.0,31.0,6.2,31.0,31.0,0.0,-0.7,25.0,13.5,1.0,47,46-60
A00068859-V01,0.5,4,10.0,2.0,2,No,Retired,79202,Yes,64.0,60.0,M,F,44.0,41.0,3,2149.0,170.0,Diesel,MERCEDES BENZ,C220,229.0,Tourism,34250.0,1510,79,2021.0,2023.0,,0.0,79202003.0,46.636833,-0.261,159.0,202301.0,120.6,31.0,32.2,14.0,13.0,8.0,5.0,1.0,0.0,0.0,9.0,4.5,9.4,20.0,31.0,6.0,31.0,31.0,0.0,-1.3,22.0,13.4,1.0,79,61-75
A00089013-V01,0.6,2,2.0,2.0,12,No,WorkPrivate,62040,Yes,29.0,33.0,F,M,2.0,18.0,15,1299.0,60.0,Gasoline,FORD,KA,155.0,Tourism,9041.0,890,62,2010.0,2011.0,,0.0,11015001.0,42.951833,2.374833,350.0,202301.0,61.9,31.0,20.0,19.0,10.0,3.0,2.0,0.0,0.0,0.0,11.0,7.3,15.1,6.0,31.0,4.7,31.0,31.0,0.0,-1.4,25.0,10.5,1.0,62,18-30
A00043363-V01,0.51,4,7.0,2.0,1,No,WorkPrivate,38185,No,51.0,,M,,32.0,,2,1398.0,68.0,Diesel,CITROEN,C3,158.0,Tourism,18150.0,1058,38,2016.0,2024.0,,0.0,38185012.0,45.2115,5.682833,213.0,202301.0,39.6,31.0,6.4,9.0,10.0,3.0,0.0,0.0,0.0,0.0,7.0,5.8,11.2,1.0,31.0,5.7,31.0,31.0,0.0,-0.2,20.0,15.6,2.0,38,46-60
A00051570-V01,0.5,4,17.0,2.0,1,No,Retired,06004,No,88.0,,M,,66.0,,2,1149.0,59.0,Gasoline,RENAULT,TWINGO,150.0,Tourism,11800.0,925,06,2021.0,2023.0,,0.0,6004002.0,43.564667,7.133,75.0,202301.0,58.6,31.0,50.0,8.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,11.2,19.0,31.0,10.5,31.0,31.0,0.0,6.7,23.0,14.5,3.0,06,76+
A00062006-V01,0.5,2,12.0,4.0,1,No,Retired,19121,No,74.0,,M,,50.0,,17,1905.0,70.0,Diesel,CITROEN,XANTIA,160.0,Tourism,18142.0,1210,19,2007.0,2011.0,1010.41,1.0,19121002.0,45.410333,1.411167,390.0,202301.0,120.1,31.0,25.1,8.0,18.0,6.0,5.0,0.0,0.0,0.0,12.0,4.5,11.2,30.0,31.0,4.1,31.0,31.0,0.0,-1.5,25.0,12.0,1.0,19,61-75
A00015902-V01,0.62,4,21.0,1.0,12,Yes,WorkPrivate,83061,Yes,65.0,69.0,F,M,29.0,47.0,7,1686.0,101.0,Diesel,OPEL,MERIVA,178.0,Tourism,18120.0,1380,83,2017.0,2023.0,,0.0,83061001.0,43.4235,6.738,7.0,202301.0,21.6,31.0,12.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,9.2,13.3,29.0,31.0,9.3,31.0,31.0,0.0,4.6,22.0,14.0,7.0,83,61-75
A00059232-V01,0.5,4,15.0,2.0,1,No,WorkPrivate,06083,Yes,53.0,51.0,M,F,28.0,30.0,2,1149.0,59.0,Gasoline,RENAULT,TWINGO,150.0,Tourism,11800.0,925,06,2021.0,2023.0,,0.0,6083005.0,43.785833,7.488667,216.0,202301.0,44.2,31.0,41.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.8,9.0,10.0,31.0,11.3,31.0,31.0,0.0,7.8,21.0,14.9,3.0,06,46-60
A00068606-V01,0.5,4,28.0,2.0,1,No,Retired,88196,No,66.0,,M,,45.0,,6,1997.0,136.0,Diesel,PEUGEOT,_407,208.0,Tourism,23900.0,1580,88,2018.0,2019.0,,0.0,88196009.0,48.072167,6.834,669.0,202301.0,195.5,31.0,34.5,8.0,16.0,12.0,10.0,1.0,0.0,0.0,16.0,4.3,9.1,29.0,31.0,1.8,31.0,31.0,0.0,-3.8,19.0,11.8,1.0,88,61-75
A00038383-V01,0.5,2,1.0,1.0,12,Yes,Retired,36103,No,69.0,,M,,46.0,,9,1870.0,120.0,Diesel,RENAULT,MEGANE,196.0,Tourism,22800.0,1270,36,2016.0,2019.0,,0.0,36103001.0,47.1305,1.441833,119.0,202301.0,75.2,31.0,11.5,14.0,13.0,9.0,1.0,0.0,0.0,0.0,7.0,4.5,9.0,10.0,31.0,6.1,31.0,31.0,0.0,-0.2,22.0,13.8,1.0,36,61-75
A00016269-V01,0.5,4,15.0,1.0,2,No,Professional,72181,No,57.0,,F,,32.0,,1,1149.0,59.0,Gasoline,RENAULT,TWINGO,150.0,Tourism,11800.0,925,72,2021.0,2023.0,,0.0,72181001.0,47.945833,0.194167,51.0,202301.0,60.3,31.0,15.5,14.0,12.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,11.8,20.0,31.0,6.5,31.0,31.0,0.0,0.7,29.0,13.3,1.0,72,46-60
A00040327-V01,0.62,4,2.0,2.0,1,No,WorkPrivate,79191,No,53.0,,F,,32.0,,2,1242.0,82.0,Gasoline,FORD,FIESTA,168.0,Tourism,13950.0,979,79,2022.0,2024.0,1695.56,1.0,79191005.0,46.315833,-0.400167,57.0,202301.0,90.1,31.0,20.4,14.0,11.0,7.0,4.0,0.0,0.0,0.0,9.0,5.2,10.2,30.0,31.0,6.3,31.0,31.0,0.0,-0.8,22.0,13.8,1.0,79,46-60
A00067052-V02,0.5,4,6.0,3.0,1,No,WorkPrivate,45234,No,54.0,,F,,33.0,,9,1870.0,81.0,Diesel,RENAULT,KANGOO,160.0,Tourism,15322.0,1065,45,2014.0,2015.0,372.95,1.0,45055001.0,47.990667,1.778167,123.0,202301.0,65.3,31.0,21.2,17.0,11.0,3.0,2.0,0.0,0.0,0.0,9.0,4.2,9.5,10.0,31.0,5.7,31.0,31.0,0.0,-0.8,18.0,13.6,1.0,45,46-60
A00023798-V02,0.5,4,8.0,2.0,2,No,WorkPrivate,42218,Yes,51.0,57.0,F,M,32.0,30.0,6,1753.0,116.0,Diesel,FORD,FOCUS,190.0,Tourism,21050.0,1299,42,2019.0,2021.0,,0.0,42218011.0,45.435333,4.368167,640.0,202301.0,27.0,31.0,9.6,2.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,4.3,8.6,14.0,31.0,3.4,31.0,31.0,0.0,-3.7,22.0,13.0,1.0,42,46-60
A00048606-V01,0.5,4,5.0,5.0,2,No,WorkPrivate,86194,No,57.0,,F,,36.0,,19,1124.0,55.0,Gasoline,CITROEN,AX,161.0,Tourism,8553.0,645,86,2000.0,2007.0,,0.0,86027001.0,46.593833,0.314333,125.0,202301.0,94.2,31.0,17.1,14.0,13.0,8.0,4.0,0.0,0.0,0.0,8.0,5.2,10.2,3.0,31.0,5.9,31.0,31.0,0.0,-1.2,22.0,14.3,1.0,86,46-60
A00061413-V01,0.54,4,11.0,2.0,12,No,WorkPrivate,2A004,Yes,49.0,46.0,M,F,29.0,23.0,4,1560.0,93.0,Diesel,CITROEN,BERLINGO,163.0,Tourism,21150.0,1240,2A,2019.0,2023.0,,0.0,20004002.0,41.918,8.792667,5.0,202301.0,55.7,31.0,17.2,16.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,9.5,14.3,29.0,31.0,10.1,31.0,31.0,0.0,5.6,21.0,14.4,8.0,2A,46-60
A00088390-V01,0.5,4,2.0,1.0,12,Yes,WorkPrivate,37261,Yes,44.0,46.0,M,F,21.0,27.0,9,1668.0,125.0,Gasoline,HONDA,STREAM,190.0,Tourism,21200.0,1358,37,2015.0,2017.0,,0.0,37179001.0,47.4445,0.727333,108.0,202301.0,72.1,31.0,16.7,14.0,12.0,5.0,3.0,0.0,0.0,0.0,8.0,4.2,8.7,10.0,31.0,6.3,31.0,31.0,0.0,0.5,22.0,13.8,1.0,37,31-45
A00050139-V01,0.5,4,15.0,1.0,2,No,WorkPrivate,34199,No,50.0,,F,,20.0,,3,1461.0,86.0,Diesel,RENAULT,MODUS,171.0,Tourism,19850.0,1225,34,2022.0,2024.0,,0.0,34311001.0,43.437667,3.400333,40.0,202301.0,19.2,31.0,11.0,19.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,15.2,29.0,31.0,7.9,31.0,31.0,0.0,2.5,25.0,15.3,1.0,34,46-60
A00047162-V01,0.5,4,25.0,3.0,1,No,WorkPrivate,67180,Yes,54.0,19.0,M,M,36.0,94.0,13,1896.0,111.0,Diesel,SKODA,OCTAVIA,192.0,Tourism,19194.0,1365,67,2012.0,2014.0,,0.0,67180001.0,48.836333,7.801167,153.0,202301.0,75.3,31.0,16.7,14.0,11.0,6.0,2.0,0.0,0.0,0.0,12.0,5.2,12.0,4.0,31.0,4.7,31.0,31.0,0.0,-1.0,21.0,11.7,1.0,67,46-60
A00086023-V01,0.5,4,27.0,1.0,1,No,Retired,30189,No,81.0,,M,,48.0,,11,1498.0,90.0,Gasoline,NISSAN,ALMERA,173.0,Tourism,14090.0,1190,30,2014.0,2016.0,,0.0,30189001.0,43.856833,4.406333,59.0,202301.0,8.6,31.0,6.4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,8.5,15.3,11.0,31.0,7.8,31.0,31.0,0.0,3.3,21.0,14.3,1.0,30,76+
A00013901-V01,0.5,4,9.0,2.0,1,No,WorkPrivate,28146,No,42.0,,M,,22.0,,6,1560.0,109.0,Diesel,Peugeot,_407,189.0,Tourism,24800.0,1567,28,2018.0,2019.0,1514.3,1.0,15068001.0,44.943667,3.1495,903.0,202301.0,55.8,31.0,13.1,16.0,8.0,3.0,2.0,0.0,0.0,0.0,19.0,4.2,8.1,30.0,31.0,0.9,31.0,31.0,0.0,-5.7,22.0,9.8,1.0,28,31-45
A00032397-V01,0.5,4,14.0,2.0,12,No,WorkPrivate,14659,Yes,39.0,39.0,M,F,20.0,18.0,9,1896.0,131.0,Diesel,VOLKSWAGEN,BORA,205.0,Tourism,22310.0,1295,14,2015.0,2019.0,,0.0,14659001.0,49.06,-0.234333,62.0,202301.0,77.7,31.0,26.6,15.0,13.0,5.0,2.0,0.0,0.0,0.0,5.0,4.9,10.5,10.0,31.0,6.6,31.0,31.0,0.0,-0.1,22.0,12.6,4.0,14,31-45
A00043688-V01,0.6,4,1.0,1.0,12,No,Retired,66136,No,71.0,,F,,43.0,,2,1242.0,60.0,Gasoline,FIAT,PANDA,155.0,Tourism,9190.0,860,66,2022.0,2022.0,,0.0,66136001.0,42.737167,2.872833,42.0,202301.0,19.5,31.0,17.1,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.3,13.5,11.0,31.0,8.6,31.0,31.0,0.0,3.3,23.0,14.5,3.0,66,61-75
A00017514-V01,0.5,4,16.0,2.0,12,No,Retired,03185,No,78.0,,F,,45.0,,2,998.0,68.0,Gasoline,PEUGEOT,_107,157.0,Tourism,9450.0,790,03,2019.0,2024.0,,0.0,3185007.0,46.355167,2.574667,229.0,202301.0,29.4,31.0,6.6,17.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,5.4,16.4,7.0,31.0,5.4,31.0,31.0,0.0,-0.8,22.0,13.5,1.0,03,76+
A00050514-V01,0.5,2,26.0,5.0,2,No,WorkPrivate,43020,No,49.0,,M,,31.0,,20,1588.0,60.0,Diesel,VOLKSWAGEN,GOLF,151.0,Commercial,12402.0,1465,43,2003.0,2006.0,,0.0,43020002.0,45.319833,4.128833,447.0,202301.0,33.3,31.0,7.4,8.0,10.0,3.0,0.0,0.0,0.0,0.0,19.0,6.9,15.3,7.0,31.0,3.7,31.0,31.0,0.0,-2.3,30.0,10.3,2.0,43,46-60
A00073709-V01,0.63,1,12.0,3.0,2,No,WorkPrivate,58194,No,47.0,,M,,27.0,,14,1910.0,101.0,Diesel,FIAT,BRAVA,182.0,Tourism,15794.0,1210,58,2010.0,2012.0,,0.0,58160001.0,46.998333,3.112667,175.0,202301.0,57.6,31.0,10.3,7.0,17.0,3.0,1.0,0.0,0.0,0.0,8.0,5.0,11.8,1.0,31.0,5.3,31.0,31.0,0.0,-1.6,30.0,11.6,5.0,58,46-60
A00033241-V01,2.16,4,16.0,2.0,2,No,Professional,2A004,No,91.0,,M,,62.0,,8,2982.0,166.0,Diesel,TOYOTA,LAND CRUISER,170.0,Tourism,45100.0,2020,2A,2017.0,2019.0,,0.0,20004002.0,41.918,8.792667,5.0,202301.0,55.7,31.0,17.2,16.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,9.5,14.3,29.0,31.0,10.1,31.0,31.0,0.0,5.6,21.0,14.4,8.0,2A,76+
A00079310-V01,0.5,2,3.0,3.0,2,No,Retired,66136,No,70.0,,M,,47.0,,21,2443.0,116.0,Diesel,BMW,_524,192.0,Tourism,29804.0,1480,66,2002.0,2006.0,,0.0,66136001.0,42.737167,2.872833,42.0,202301.0,19.5,31.0,17.1,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.3,13.5,11.0,31.0,8.6,31.0,31.0,0.0,3.3,23.0,14.5,3.0,66,61-75
A00028511-V01,0.5,4,12.0,1.0,2,No,WorkPrivate,66136,Yes,45.0,43.0,M,F,24.0,19.0,6,1461.0,66.0,Diesel,RENAULT,CLIO,163.0,Tourism,13050.0,960,66,2015.0,2017.0,,0.0,66136001.0,42.737167,2.872833,42.0,202301.0,19.5,31.0,17.1,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.3,13.5,11.0,31.0,8.6,31.0,31.0,0.0,3.3,23.0,14.5,3.0,66,31-45
A00055060-V01,0.5,4,9.0,1.0,1,No,WorkPrivate,48061,No,60.0,,M,,41.0,,5,1328.0,85.0,Gasoline,SUZUKI,JIMNY,140.0,Tourism,18250.0,1115,48,2020.0,2024.0,,0.0,48061002.0,44.309,3.596333,618.0,202301.0,57.6,31.0,21.7,2.0,7.0,3.0,2.0,0.0,0.0,0.0,16.0,6.3,15.0,29.0,31.0,4.0,31.0,31.0,0.0,-2.0,29.0,11.6,1.0,48,46-60
A00068467-V01,0.52,4,15.0,8.0,2,No,WorkPrivate,68224,No,63.0,,F,,40.0,,11,1390.0,96.0,Gasoline,RENAULT,CLIO,186.0,Tourism,12562.0,980,68,2013.0,2014.0,,0.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,61-75
A00018520-V01,0.5,3,18.0,6.0,12,No,WorkPrivate,83061,No,39.0,,F,,19.0,,11,1598.0,108.0,Gasoline,RENAULT,SCENIC,182.0,Tourism,19727.0,1250,83,2012.0,2014.0,,0.0,83061001.0,43.4235,6.738,7.0,202301.0,21.6,31.0,12.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,9.2,13.3,29.0,31.0,9.3,31.0,31.0,0.0,4.6,22.0,14.0,7.0,83,31-45
A00061293-V01,0.5,4,14.0,6.0,2,No,WorkPrivate,45234,Yes,55.0,30.0,M,F,35.0,94.0,9,1398.0,68.0,Diesel,CITROEN,C3,158.0,Tourism,18150.0,1058,45,2016.0,2024.0,,0.0,45055001.0,47.990667,1.778167,123.0,202301.0,65.3,31.0,21.2,17.0,11.0,3.0,2.0,0.0,0.0,0.0,9.0,4.2,9.5,10.0,31.0,5.7,31.0,31.0,0.0,-0.8,18.0,13.6,1.0,45,46-60
A00020454-V01,0.5,4,1.0,1.0,12,No,WorkPrivate,61001,No,59.0,,M,,35.0,,8,2151.0,109.0,Diesel,MERCEDES BENZ,SPRINTER,142.0,Commercial,30080.0,0,61,2014.0,2020.0,,0.0,61001001.0,48.4455,0.110167,143.0,202301.0,67.3,31.0,11.1,15.0,16.0,5.0,1.0,0.0,0.0,0.0,8.0,4.5,10.1,31.0,31.0,5.8,31.0,31.0,0.0,0.6,22.0,12.1,5.0,61,46-60
A00057418-V01,0.52,4,7.0,1.0,1,Yes,Retired,61169,No,75.0,,F,,36.0,,2,1124.0,60.0,Gasoline,CITROEN,C2,158.0,Tourism,11200.0,932,61,2017.0,2019.0,,0.0,61169003.0,48.75,-0.5895,195.0,202301.0,107.4,31.0,18.8,15.0,17.0,7.0,3.0,0.0,0.0,0.0,10.0,5.3,10.9,31.0,31.0,5.5,31.0,31.0,0.0,-0.8,22.0,11.5,5.0,61,61-75
A00006598-V01,0.5,2,6.0,1.0,1,Yes,WorkPrivate,28380,No,44.0,,M,,25.0,,44,425.0,17.0,Gasoline,CITROEN,2CV,95.0,Tourism,940.0,525,28,1974.0,1984.0,,0.0,28380003.0,48.406333,1.555167,147.0,202301.0,53.9,31.0,12.0,17.0,11.0,4.0,2.0,0.0,0.0,0.0,10.0,4.4,10.8,31.0,31.0,5.4,31.0,31.0,0.0,-0.5,18.0,12.6,1.0,28,31-45
A00029641-V01,0.5,4,1.0,1.0,12,No,WorkPrivate,83042,No,53.0,,M,,34.0,,3,1598.0,120.0,Diesel,ALFA ROMEO,MITO,198.0,Tourism,21300.0,1205,83,2022.0,2024.0,,0.0,83042001.0,43.261667,6.510333,31.0,202301.0,34.6,31.0,20.2,23.0,4.0,2.0,1.0,0.0,0.0,0.0,7.0,10.4,16.0,29.0,31.0,9.3,31.0,31.0,0.0,3.6,22.0,15.2,3.0,83,46-60
A00013013-V01,0.5,2,4.0,4.0,2,No,WorkPrivate,58144,Yes,47.0,45.0,F,M,28.0,22.0,21,2068.0,60.0,Diesel,RENAULT,TRAFIC,108.0,Commercial,17475.0,0,58,2003.0,2009.0,,0.0,14372001.0,49.099167,-0.7665,194.0,202301.0,121.6,31.0,34.8,15.0,21.0,9.0,3.0,1.0,0.0,0.0,5.0,4.8,9.6,28.0,31.0,6.3,31.0,31.0,0.0,0.6,28.0,11.8,4.0,58,46-60
A00040259-V01,0.6,2,2.0,2.0,1,No,WorkPrivate,49007,No,57.0,,M,,12.0,,5,998.0,68.0,Gasoline,TOYOTA,AYGO,157.0,Tourism,9000.0,790,49,2019.0,2023.0,,0.0,49007011.0,47.4535,-0.5605,35.0,202301.0,69.3,31.0,12.9,14.0,14.0,7.0,1.0,0.0,0.0,0.0,6.0,4.7,9.1,20.0,31.0,7.3,31.0,31.0,0.0,0.8,22.0,13.9,1.0,49,46-60
A00018130-V01,0.5,4,10.0,1.0,2,No,WorkPrivate,92073,Yes,79.0,21.0,F,F,49.0,94.0,10,1587.0,98.0,Gasoline,PEUGEOT,_306,188.0,Tourism,16465.0,1070,92,2015.0,2015.0,,0.0,92073001.0,48.870667,2.234667,30.0,202301.0,47.5,31.0,14.7,14.0,11.0,2.0,1.0,0.0,0.0,0.0,7.0,4.2,10.1,31.0,31.0,6.8,31.0,31.0,0.0,1.1,25.0,13.9,1.0,92,76+
A00031019-V01,0.73,4,8.0,3.0,12,No,WorkPrivate,05061,Yes,36.0,39.0,M,F,17.0,20.0,3,998.0,68.0,Gasoline,PEUGEOT,_107,157.0,Tourism,9450.0,790,05,2019.0,2024.0,,0.0,5061009.0,44.577667,6.079833,885.0,202301.0,41.2,31.0,25.4,8.0,4.0,3.0,1.0,0.0,0.0,0.0,19.0,7.4,11.2,11.0,31.0,2.3,31.0,31.0,0.0,-3.9,23.0,10.3,1.0,05,31-45
A00030499-V01,0.5,4,12.0,3.0,1,No,WorkPrivate,79191,No,43.0,,F,,19.0,,7,1587.0,109.0,Gasoline,PEUGEOT,PARTNER,172.0,Tourism,16900.0,1260,79,2016.0,2018.0,,0.0,79191005.0,46.315833,-0.400167,57.0,202301.0,90.1,31.0,20.4,14.0,11.0,7.0,4.0,0.0,0.0,0.0,9.0,5.2,10.2,30.0,31.0,6.3,31.0,31.0,0.0,-0.8,22.0,13.8,1.0,79,31-45
A00017208-V01,0.5,4,5.0,5.0,12,No,WorkPrivate,2A004,Yes,41.0,44.0,F,M,20.0,26.0,5,1328.0,93.0,Gasoline,SUZUKI,SWIFT,175.0,Tourism,10990.0,970,2A,2019.0,2021.0,,0.0,20004002.0,41.918,8.792667,5.0,202301.0,55.7,31.0,17.2,16.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,9.5,14.3,29.0,31.0,10.1,31.0,31.0,0.0,5.6,21.0,14.4,8.0,2A,31-45
A00024534-V01,0.5,4,17.0,3.0,2,No,Retired,59606,No,78.0,,F,,44.0,,3,1149.0,75.0,Diesel,RENAULT,TWINGO,173.0,Tourism,13250.0,955,59,2021.0,2024.0,,0.0,59606004.0,50.328333,3.461,50.0,202301.0,65.4,31.0,8.6,9.0,14.0,5.0,0.0,0.0,0.0,0.0,11.0,4.6,10.6,29.0,31.0,5.4,31.0,31.0,0.0,-1.0,25.0,12.3,1.0,59,76+
A00045498-V01,0.5,4,4.0,3.0,1,No,WorkPrivate,35238,No,38.0,,M,,19.0,,6,1461.0,56.0,Diesel,RENAULT,CLIO,155.0,Commercial,12319.0,950,35,2015.0,2018.0,,0.0,35238003.0,48.126167,-1.6435,66.0,202301.0,65.0,31.0,11.0,15.0,13.0,4.0,1.0,0.0,0.0,0.0,5.0,4.7,8.7,22.0,31.0,7.1,31.0,31.0,0.0,0.9,22.0,12.6,4.0,35,31-45
A00023486-V01,0.57,4,4.0,1.0,2,No,Professional,94069,No,37.0,,F,,16.0,,4,1991.0,109.0,Diesel,MERCEDES BENZ,A180,186.0,Tourism,24300.0,1270,94,2018.0,2024.0,,0.0,54481001.0,48.514833,6.845667,305.0,202301.0,68.6,31.0,18.0,13.0,11.0,4.0,1.0,0.0,0.0,0.0,11.0,3.9,7.0,3.0,31.0,4.3,31.0,31.0,0.0,-1.4,21.0,14.1,1.0,94,31-45
A00045866-V01,0.5,3,11.0,1.0,12,No,WorkPrivate,30334,No,53.0,,M,,34.0,,6,1461.0,66.0,Diesel,NISSAN,KUBISTAR,148.0,Commercial,16493.0,1060,30,2017.0,2023.0,,0.0,30334003.0,43.9925,4.401833,72.0,202301.0,13.2,31.0,3.8,2.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,10.5,16.9,5.0,31.0,6.5,31.0,31.0,0.0,1.4,26.0,12.5,1.0,30,46-60
A00029555-V01,0.5,4,17.0,6.0,2,No,Retired,43093,No,73.0,,M,,54.0,,11,2179.0,136.0,Diesel,PEUGEOT,_406,205.0,Tourism,26350.0,1410,43,2014.0,2017.0,,0.0,43093001.0,45.265833,3.742833,1014.0,202301.0,43.0,31.0,10.1,2.0,9.0,3.0,1.0,0.0,0.0,0.0,22.0,4.8,12.3,14.0,31.0,0.0,31.0,31.0,0.0,-6.7,30.0,9.1,1.0,43,61-75
A00056539-V01,0.5,4,13.0,3.0,2,No,WorkPrivate,38548,Yes,52.0,55.0,F,M,33.0,34.0,3,1896.0,105.0,Diesel,VOLKSWAGEN,GOLF,187.0,Tourism,21370.0,1251,38,2017.0,2021.0,,0.0,38548001.0,45.0785,5.561,1027.0,202301.0,34.2,31.0,6.8,9.0,10.0,3.0,0.0,0.0,0.0,0.0,22.0,6.6,14.2,7.0,31.0,0.1,31.0,31.0,0.0,-10.4,20.0,11.1,1.0,38,46-60
A00019425-V01,0.62,4,2.0,2.0,1,No,Retired,13005,No,72.0,,M,,54.0,,2,1390.0,123.0,Gasoline,VOLKSWAGEN,GOLF,200.0,Tourism,21360.0,1241,13,2022.0,2024.0,,0.0,13005003.0,43.307333,5.601167,130.0,202301.0,10.8,31.0,3.2,24.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,11.4,17.6,29.0,31.0,7.5,31.0,31.0,0.0,1.9,23.0,15.2,1.0,13,61-75
A00058482-V01,0.5,4,22.0,1.0,12,No,WorkPrivate,03310,Yes,50.0,22.0,F,F,30.0,94.0,13,1390.0,75.0,Gasoline,RENAULT,KANGOO,155.0,Tourism,12806.0,1065,03,2011.0,2012.0,,0.0,3310001.0,46.117667,3.439,255.0,202301.0,49.4,31.0,7.0,18.0,15.0,4.0,0.0,0.0,0.0,0.0,7.0,4.9,12.3,7.0,31.0,5.2,31.0,31.0,0.0,-0.9,22.0,15.5,1.0,03,46-60
A00043103-V01,0.5,4,9.0,2.0,1,No,WorkPrivate,38185,Yes,37.0,49.0,M,F,19.0,24.0,9,1896.0,131.0,Diesel,SEAT,IBIZA,207.0,Tourism,18560.0,1218,38,2016.0,2018.0,,0.0,38185012.0,45.2115,5.682833,213.0,202301.0,39.6,31.0,6.4,9.0,10.0,3.0,0.0,0.0,0.0,0.0,7.0,5.8,11.2,1.0,31.0,5.7,31.0,31.0,0.0,-0.2,20.0,15.6,2.0,38,31-45
A00086698-V01,0.5,4,28.0,8.0,1,No,Retired,37261,No,79.0,,M,,56.0,,8,1587.0,109.0,Gasoline,PEUGEOT,_307,182.0,Tourism,16200.0,1193,37,2016.0,2017.0,,0.0,37179001.0,47.4445,0.727333,108.0,202301.0,72.1,31.0,16.7,14.0,12.0,5.0,3.0,0.0,0.0,0.0,8.0,4.2,8.7,10.0,31.0,6.3,31.0,31.0,0.0,0.5,22.0,13.8,1.0,37,76+
A00005405-V01,0.5,4,20.0,1.0,2,No,WorkPrivate,74093,No,83.0,,F,,40.0,,14,1242.0,60.0,Gasoline,FIAT,PUNTO,160.0,Tourism,9468.0,870,74,2007.0,2009.0,,0.0,74093001.0,45.910833,6.107833,426.0,202301.0,75.4,31.0,15.5,8.0,12.0,5.0,3.0,0.0,0.0,0.0,13.0,6.5,12.9,1.0,31.0,3.4,31.0,31.0,0.0,-3.2,21.0,10.3,5.0,74,76+
A00056467-V01,0.5,3,8.0,1.0,12,No,WorkPrivate,14366,No,33.0,,F,,11.0,,11,1199.0,75.0,Gasoline,OPEL,AGILA,155.0,Tourism,10680.0,955,14,2014.0,2018.0,,0.0,14366002.0,49.165,0.227,62.0,202301.0,115.3,31.0,25.9,15.0,16.0,8.0,4.0,0.0,0.0,0.0,8.0,5.3,11.5,31.0,31.0,6.5,31.0,31.0,0.0,-1.1,22.0,12.5,1.0,14,31-45
